CNTYFIPS,State,Year,TotalCaseCounts,TotalSolvedCounts
"Bullitt, KY",Kentucky,1993,3,3
"Bullitt, KY",Kentucky,1996,1,1
"Bullitt, KY",Kentucky,1997,1,1
"Bullitt, KY",Kentucky,1998,2,2
"Bullitt, KY",Kentucky,2007,3,3
"Bullitt, KY",Kentucky,2008,1,1
"Bullitt, KY",Kentucky,2010,3,3
"Bullitt, KY",Kentucky,2014,2,1
"Bullitt, KY",Kentucky,2015,2,2
"Bullitt, KY",Kentucky,2018,1,1
"Bulloch, GA",Georgia,1976,4,4
"Bulloch, GA",Georgia,1977,2,2
"Bulloch, GA",Georgia,1979,1,1
"Bulloch, GA",Georgia,1980,1,1
"Bulloch, GA",Georgia,1981,1,1
"Bulloch, GA",Georgia,1984,6,6
"Bulloch, GA",Georgia,1985,1,1
"Bulloch, GA",Georgia,1986,1,1
"Bulloch, GA",Georgia,1987,2,2
"Bulloch, GA",Georgia,1989,2,2
"Bulloch, GA",Georgia,1990,2,1
"Bulloch, GA",Georgia,1991,1,1
"Bulloch, GA",Georgia,1992,4,4
"Bulloch, GA",Georgia,1994,3,3
"Bulloch, GA",Georgia,1995,1,1
"Bulloch, GA",Georgia,1996,1,1
"Bulloch, GA",Georgia,1998,2,2
"Bulloch, GA",Georgia,1999,2,2
"Bulloch, GA",Georgia,2001,1,1
"Bulloch, GA",Georgia,2002,3,3
"Bulloch, GA",Georgia,2003,1,1
"Bulloch, GA",Georgia,2005,4,4
"Bulloch, GA",Georgia,2006,3,3
"Bulloch, GA",Georgia,2007,1,1
"Bulloch, GA",Georgia,2008,1,1
"Bulloch, GA",Georgia,2009,1,1
"Bulloch, GA",Georgia,2011,2,2
"Bulloch, GA",Georgia,2012,5,4
"Bulloch, GA",Georgia,2013,4,2
"Bulloch, GA",Georgia,2014,6,5
"Bulloch, GA",Georgia,2015,2,2
"Bulloch, GA",Georgia,2016,4,4
"Bulloch, GA",Georgia,2017,3,3
"Bulloch, GA",Georgia,2018,4,4
"Bullock, AL",Alabama,1976,1,1
"Bullock, AL",Alabama,1978,5,5
"Bullock, AL",Alabama,1979,3,3
"Bullock, AL",Alabama,1980,1,1
"Bullock, AL",Alabama,1984,2,2
"Bullock, AL",Alabama,1990,1,1
"Bullock, AL",Alabama,1991,1,1
"Bullock, AL",Alabama,1992,2,1
"Bullock, AL",Alabama,1993,2,2
"Bullock, AL",Alabama,1994,2,2
"Bullock, AL",Alabama,1997,1,1
"Bullock, AL",Alabama,2000,2,2
"Bullock, AL",Alabama,2001,1,1
"Bullock, AL",Alabama,2009,2,1
"Bullock, AL",Alabama,2015,2,1
"Bullock, AL",Alabama,2016,3,3
"Buncombe, NC",North Carolina,1976,18,17
"Buncombe, NC",North Carolina,1977,20,18
"Buncombe, NC",North Carolina,1978,17,13
"Buncombe, NC",North Carolina,1979,15,12
"Buncombe, NC",North Carolina,1980,17,13
"Buncombe, NC",North Carolina,1981,14,14
"Buncombe, NC",North Carolina,1982,12,11
"Buncombe, NC",North Carolina,1983,4,4
"Buncombe, NC",North Carolina,1984,13,13
"Buncombe, NC",North Carolina,1985,7,7
"Buncombe, NC",North Carolina,1986,13,11
"Buncombe, NC",North Carolina,1987,11,8
"Buncombe, NC",North Carolina,1988,7,6
"Buncombe, NC",North Carolina,1989,12,6
"Buncombe, NC",North Carolina,1990,11,9
"Buncombe, NC",North Carolina,1991,18,12
"Buncombe, NC",North Carolina,1992,8,8
"Buncombe, NC",North Carolina,1993,15,15
"Buncombe, NC",North Carolina,1994,16,12
"Buncombe, NC",North Carolina,1995,15,13
"Buncombe, NC",North Carolina,1996,11,10
"Buncombe, NC",North Carolina,1997,9,7
"Buncombe, NC",North Carolina,1998,7,7
"Buncombe, NC",North Carolina,1999,10,8
"Buncombe, NC",North Carolina,2000,7,6
"Buncombe, NC",North Carolina,2001,1,1
"Buncombe, NC",North Carolina,2002,20,15
"Buncombe, NC",North Carolina,2003,8,8
"Buncombe, NC",North Carolina,2004,8,8
"Buncombe, NC",North Carolina,2005,8,8
"Buncombe, NC",North Carolina,2006,7,4
"Buncombe, NC",North Carolina,2007,18,12
"Buncombe, NC",North Carolina,2008,7,6
"Buncombe, NC",North Carolina,2009,7,5
"Buncombe, NC",North Carolina,2010,6,6
"Buncombe, NC",North Carolina,2011,9,6
"Buncombe, NC",North Carolina,2012,10,8
"Buncombe, NC",North Carolina,2013,16,15
"Buncombe, NC",North Carolina,2014,8,5
"Buncombe, NC",North Carolina,2015,11,9
"Buncombe, NC",North Carolina,2016,16,14
"Buncombe, NC",North Carolina,2017,12,5
"Buncombe, NC",North Carolina,2018,13,10
"Buncombe, NC",North Carolina,2019,6,3
"Bureau, IL",Illinois,1980,1,1
"Bureau, IL",Illinois,1981,2,2
"Bureau, IL",Illinois,1990,3,3
"Bureau, IL",Illinois,1991,1,1
"Bureau, IL",Illinois,1992,1,1
"Bureau, IL",Illinois,1994,2,2
"Bureau, IL",Illinois,2019,1,1
"Burke, GA",Georgia,1977,4,3
"Burke, GA",Georgia,1978,5,4
"Burke, GA",Georgia,1979,4,4
"Burke, GA",Georgia,1980,1,1
"Burke, GA",Georgia,1981,4,4
"Burke, GA",Georgia,1982,2,2
"Burke, GA",Georgia,1983,3,3
"Burke, GA",Georgia,1984,3,3
"Burke, GA",Georgia,1985,3,2
"Burke, GA",Georgia,1986,2,2
"Burke, GA",Georgia,1987,3,3
"Burke, GA",Georgia,1989,3,3
"Burke, GA",Georgia,1990,2,1
"Burke, GA",Georgia,1991,1,1
"Burke, GA",Georgia,1992,2,2
"Burke, GA",Georgia,1993,3,3
"Burke, GA",Georgia,1995,2,2
"Burke, GA",Georgia,2001,1,1
"Burke, GA",Georgia,2002,2,2
"Burke, GA",Georgia,2003,2,2
"Burke, GA",Georgia,2005,3,3
"Burke, GA",Georgia,2006,1,1
"Burke, GA",Georgia,2007,2,2
"Burke, GA",Georgia,2008,6,5
"Burke, GA",Georgia,2010,2,2
"Burke, GA",Georgia,2011,2,2
"Burke, GA",Georgia,2013,2,2
"Burke, GA",Georgia,2014,4,2
"Burke, GA",Georgia,2015,1,1
"Burke, GA",Georgia,2016,4,3
"Burke, GA",Georgia,2017,4,4
"Burke, GA",Georgia,2018,1,1
"Burke, GA",Georgia,2019,4,3
"Burke, NC",North Carolina,1976,5,5
"Burke, NC",North Carolina,1977,7,5
"Burke, NC",North Carolina,1978,6,6
"Burke, NC",North Carolina,1979,2,2
"Burke, NC",North Carolina,1980,6,6
"Burke, NC",North Carolina,1981,11,8
"Burke, NC",North Carolina,1982,10,10
"Burke, NC",North Carolina,1983,8,8
"Burke, NC",North Carolina,1984,9,9
"Burke, NC",North Carolina,1985,7,5
"Burke, NC",North Carolina,1986,5,3
"Burke, NC",North Carolina,1987,5,5
"Burke, NC",North Carolina,1988,5,5
"Burke, NC",North Carolina,1989,6,5
"Burke, NC",North Carolina,1990,9,7
"Burke, NC",North Carolina,1991,5,4
"Burke, NC",North Carolina,1992,3,3
"Burke, NC",North Carolina,1993,3,3
"Burke, NC",North Carolina,1994,3,3
"Burke, NC",North Carolina,1995,8,7
"Burke, NC",North Carolina,1996,6,5
"Burke, NC",North Carolina,1997,5,4
"Burke, NC",North Carolina,1998,9,9
"Burke, NC",North Carolina,1999,3,3
"Burke, NC",North Carolina,2001,5,5
"Burke, NC",North Carolina,2002,2,2
"Burke, NC",North Carolina,2003,4,4
"Burke, NC",North Carolina,2004,1,1
"Burke, NC",North Carolina,2005,6,6
"Burke, NC",North Carolina,2006,2,2
"Burke, NC",North Carolina,2007,5,5
"Burke, NC",North Carolina,2008,4,4
"Burke, NC",North Carolina,2010,4,3
"Burke, NC",North Carolina,2012,3,1
"Burke, NC",North Carolina,2014,6,5
"Burke, NC",North Carolina,2015,4,3
"Burke, NC",North Carolina,2016,6,5
"Burke, NC",North Carolina,2017,2,1
"Burke, NC",North Carolina,2019,5,5
"Burleigh, ND",North Dakota,1977,1,1
"Burleigh, ND",North Dakota,1980,1,1
"Burleigh, ND",North Dakota,1982,1,1
"Burleigh, ND",North Dakota,1984,1,1
"Burleigh, ND",North Dakota,1985,1,1
"Burleigh, ND",North Dakota,1988,3,3
"Burleigh, ND",North Dakota,1991,1,1
"Burleigh, ND",North Dakota,1992,6,6
"Burleigh, ND",North Dakota,1993,1,1
"Burleigh, ND",North Dakota,1996,1,1
"Burleigh, ND",North Dakota,1998,4,4
"Burleigh, ND",North Dakota,1999,1,1
"Burleigh, ND",North Dakota,2000,1,1
"Burleigh, ND",North Dakota,2002,2,2
"Burleigh, ND",North Dakota,2003,2,2
"Burleigh, ND",North Dakota,2004,1,1
"Burleigh, ND",North Dakota,2005,1,1
"Burleigh, ND",North Dakota,2006,1,1
"Burleigh, ND",North Dakota,2007,2,2
"Burleigh, ND",North Dakota,2008,2,2
"Burleigh, ND",North Dakota,2009,3,3
"Burleigh, ND",North Dakota,2010,1,1
"Burleigh, ND",North Dakota,2011,3,3
"Burleigh, ND",North Dakota,2012,1,1
"Burleigh, ND",North Dakota,2013,2,2
"Burleigh, ND",North Dakota,2014,1,1
"Burleigh, ND",North Dakota,2015,1,1
"Burleigh, ND",North Dakota,2016,3,3
"Burleigh, ND",North Dakota,2017,3,3
"Burleigh, ND",North Dakota,2018,6,6
"Burleigh, ND",North Dakota,2019,3,3
"Burleson, TX",Texas,1977,1,1
"Burleson, TX",Texas,1978,1,1
"Burleson, TX",Texas,1980,3,3
"Burleson, TX",Texas,1981,2,2
"Burleson, TX",Texas,1982,2,2
"Burleson, TX",Texas,1983,2,2
"Burleson, TX",Texas,1984,3,2
"Burleson, TX",Texas,1985,1,1
"Burleson, TX",Texas,1990,1,1
"Burleson, TX",Texas,1992,8,8
"Burleson, TX",Texas,1994,2,2
"Burleson, TX",Texas,1996,1,1
"Burleson, TX",Texas,1997,2,2
"Burleson, TX",Texas,1999,1,1
"Burleson, TX",Texas,2001,1,1
"Burleson, TX",Texas,2002,1,1
"Burleson, TX",Texas,2003,1,1
"Burleson, TX",Texas,2004,5,5
"Burleson, TX",Texas,2006,1,1
"Burleson, TX",Texas,2008,3,3
"Burleson, TX",Texas,2012,1,1
"Burleson, TX",Texas,2013,2,2
"Burleson, TX",Texas,2015,1,1
"Burleson, TX",Texas,2019,1,1
"Burlington, NJ",New Jersey,1976,13,12
"Burlington, NJ",New Jersey,1977,10,9
"Burlington, NJ",New Jersey,1978,4,3
"Burlington, NJ",New Jersey,1979,12,9
"Burlington, NJ",New Jersey,1980,7,5
"Burlington, NJ",New Jersey,1981,7,4
"Burlington, NJ",New Jersey,1982,7,5
"Burlington, NJ",New Jersey,1983,2,1
"Burlington, NJ",New Jersey,1984,8,8
"Burlington, NJ",New Jersey,1985,9,8
"Burlington, NJ",New Jersey,1986,3,2
"Burlington, NJ",New Jersey,1987,8,7
"Burlington, NJ",New Jersey,1988,6,6
"Burlington, NJ",New Jersey,1989,7,7
"Burlington, NJ",New Jersey,1990,10,10
"Burlington, NJ",New Jersey,1991,6,6
"Burlington, NJ",New Jersey,1992,12,10
"Burlington, NJ",New Jersey,1993,8,6
"Burlington, NJ",New Jersey,1994,10,8
"Burlington, NJ",New Jersey,1995,9,7
"Burlington, NJ",New Jersey,1996,7,5
"Burlington, NJ",New Jersey,1997,8,7
"Burlington, NJ",New Jersey,1998,13,12
"Burlington, NJ",New Jersey,1999,9,7
"Burlington, NJ",New Jersey,2000,3,3
"Burlington, NJ",New Jersey,2001,10,8
"Burlington, NJ",New Jersey,2002,12,11
"Burlington, NJ",New Jersey,2003,9,7
"Burlington, NJ",New Jersey,2004,4,4
"Burlington, NJ",New Jersey,2005,7,6
"Burlington, NJ",New Jersey,2006,14,9
"Burlington, NJ",New Jersey,2007,7,5
"Burlington, NJ",New Jersey,2008,16,11
"Burlington, NJ",New Jersey,2009,9,5
"Burlington, NJ",New Jersey,2010,5,4
"Burlington, NJ",New Jersey,2011,4,3
"Burlington, NJ",New Jersey,2012,3,3
"Burlington, NJ",New Jersey,2013,8,6
"Burlington, NJ",New Jersey,2014,9,9
"Burlington, NJ",New Jersey,2015,6,4
"Burlington, NJ",New Jersey,2016,21,12
"Burlington, NJ",New Jersey,2017,13,7
"Burlington, NJ",New Jersey,2018,6,6
"Burlington, NJ",New Jersey,2019,13,10
"Burnet, TX",Texas,1978,1,1
"Burnet, TX",Texas,1979,2,2
"Burnet, TX",Texas,1981,1,1
"Burnet, TX",Texas,1983,3,2
"Burnet, TX",Texas,1986,3,2
"Burnet, TX",Texas,1987,2,2
"Burnet, TX",Texas,1989,1,1
"Burnet, TX",Texas,1991,3,3
"Burnet, TX",Texas,1992,2,2
"Burnet, TX",Texas,1993,2,2
"Burnet, TX",Texas,1994,1,1
"Burnet, TX",Texas,1995,1,1
"Burnet, TX",Texas,2001,2,2
"Burnet, TX",Texas,2003,1,1
"Burnet, TX",Texas,2005,4,4
"Burnet, TX",Texas,2007,1,1
"Burnet, TX",Texas,2013,5,5
"Burnet, TX",Texas,2014,3,3
"Burnet, TX",Texas,2015,1,1
"Burnet, TX",Texas,2017,1,1
"Burnett, WI",Wisconsin,1979,1,1
"Burnett, WI",Wisconsin,1980,1,1
"Burnett, WI",Wisconsin,1987,1,1
"Burnett, WI",Wisconsin,1990,1,1
"Burnett, WI",Wisconsin,1991,1,1
"Burnett, WI",Wisconsin,1992,1,1
"Burnett, WI",Wisconsin,1994,1,1
"Burnett, WI",Wisconsin,2004,2,2
"Burnett, WI",Wisconsin,2005,1,1
"Burnett, WI",Wisconsin,2008,1,1
"Burnett, WI",Wisconsin,2011,1,1
"Burnett, WI",Wisconsin,2016,2,2
"Burnett, WI",Wisconsin,2019,1,1
"Burt, NE",Nebraska,1987,1,1
"Burt, NE",Nebraska,1998,1,1
"Burt, NE",Nebraska,2010,1,1
"Burt, NE",Nebraska,2018,1,1
"Butler, AL",Alabama,1976,2,2
"Butler, AL",Alabama,1977,6,5
"Butler, AL",Alabama,1978,1,1
"Butler, AL",Alabama,1979,1,1
"Butler, AL",Alabama,1980,4,4
"Butler, AL",Alabama,1981,4,4
"Butler, AL",Alabama,1982,4,4
"Butler, AL",Alabama,1983,4,4
"Butler, AL",Alabama,1984,3,2
"Butler, AL",Alabama,1985,2,2
"Butler, AL",Alabama,1986,4,4
"Butler, AL",Alabama,1987,1,1
"Butler, AL",Alabama,1988,6,6
"Butler, AL",Alabama,1989,2,2
"Butler, AL",Alabama,1990,2,2
"Butler, AL",Alabama,1992,2,1
"Butler, AL",Alabama,1993,2,2
"Butler, AL",Alabama,1995,1,1
"Butler, AL",Alabama,1996,2,2
"Butler, AL",Alabama,1997,1,1
"Butler, AL",Alabama,1998,2,2
"Butler, AL",Alabama,2001,1,1
"Butler, AL",Alabama,2003,1,1
"Butler, AL",Alabama,2004,2,2
"Butler, AL",Alabama,2005,2,2
"Butler, AL",Alabama,2006,1,1
"Butler, AL",Alabama,2007,2,2
"Butler, AL",Alabama,2008,1,1
"Butler, AL",Alabama,2010,1,1
"Butler, AL",Alabama,2011,2,2
"Butler, AL",Alabama,2012,5,3
"Butler, AL",Alabama,2013,5,5
"Butler, AL",Alabama,2014,7,4
"Butler, AL",Alabama,2015,3,3
"Butler, AL",Alabama,2016,7,6
"Butler, AL",Alabama,2017,4,1
"Butler, IA",Iowa,1983,4,4
"Butler, IA",Iowa,2006,1,1
"Butler, IA",Iowa,2009,1,1
"Butler, IA",Iowa,2011,1,1
"Butler, KS",Kansas,1976,1,1
"Butler, KS",Kansas,1978,2,2
"Butler, KS",Kansas,1979,3,2
"Butler, KS",Kansas,1980,5,4
"Butler, KS",Kansas,1981,1,1
"Butler, KS",Kansas,1982,4,3
"Butler, KS",Kansas,1983,2,2
"Butler, KS",Kansas,1986,1,1
"Butler, KS",Kansas,1987,4,4
"Butler, KS",Kansas,1991,3,1
"Butler, KS",Kansas,2002,5,5
"Butler, KS",Kansas,2003,1,1
"Butler, KS",Kansas,2008,1,1
"Butler, KS",Kansas,2009,1,1
"Butler, KS",Kansas,2010,1,1
"Butler, KS",Kansas,2011,2,2
"Butler, KS",Kansas,2013,2,2
"Butler, KS",Kansas,2014,1,1
"Butler, KS",Kansas,2016,1,1
"Butler, KS",Kansas,2017,1,1
"Butler, KS",Kansas,2019,1,1
"Butler, KY",Kentucky,1976,2,2
"Butler, KY",Kentucky,1977,3,3
"Butler, KY",Kentucky,1981,1,1
"Butler, KY",Kentucky,1991,1,1
"Butler, MO",Missouri,1977,3,3
"Butler, MO",Missouri,1978,4,4
"Butler, MO",Missouri,1979,2,2
"Butler, MO",Missouri,1980,3,3
"Butler, MO",Missouri,1982,1,1
"Butler, MO",Missouri,1983,1,1
"Butler, MO",Missouri,1984,3,1
"Butler, MO",Missouri,1985,1,1
"Butler, MO",Missouri,1988,1,1
"Butler, MO",Missouri,1990,4,4
"Butler, MO",Missouri,1991,1,1
"Butler, MO",Missouri,1992,5,4
"Butler, MO",Missouri,1993,2,2
"Butler, MO",Missouri,1994,2,1
"Butler, MO",Missouri,1996,2,2
"Butler, MO",Missouri,1997,4,4
"Butler, MO",Missouri,1998,1,1
"Butler, MO",Missouri,2002,3,3
"Butler, MO",Missouri,2003,1,1
"Butler, MO",Missouri,2004,2,2
"Butler, MO",Missouri,2005,9,9
"Butler, MO",Missouri,2006,1,1
"Butler, MO",Missouri,2007,2,1
"Butler, MO",Missouri,2008,1,1
"Butler, MO",Missouri,2010,2,2
"Butler, MO",Missouri,2011,4,4
"Butler, MO",Missouri,2012,2,2
"Butler, MO",Missouri,2014,4,4
"Butler, MO",Missouri,2015,2,2
"Butler, MO",Missouri,2016,4,4
"Butler, MO",Missouri,2017,4,4
"Butler, MO",Missouri,2018,4,4
"Butler, MO",Missouri,2019,2,2
"Butler, NE",Nebraska,1990,3,3
"Butler, OH",Ohio,1976,8,7
"Butler, OH",Ohio,1977,7,7
"Butler, OH",Ohio,1978,17,15
"Butler, OH",Ohio,1979,14,13
"Butler, OH",Ohio,1980,14,13
"Butler, OH",Ohio,1981,17,15
"Butler, OH",Ohio,1982,8,7
"Butler, OH",Ohio,1983,11,10
"Butler, OH",Ohio,1984,7,7
"Butler, OH",Ohio,1985,15,11
"Butler, OH",Ohio,1986,11,9
"Butler, OH",Ohio,1987,11,10
"Butler, OH",Ohio,1988,10,7
"Butler, OH",Ohio,1989,14,14
"Butler, OH",Ohio,1990,12,11
"Butler, OH",Ohio,1991,6,6
"Butler, OH",Ohio,1992,8,7
"Butler, OH",Ohio,1993,14,12
"Butler, OH",Ohio,1994,14,12
"Butler, OH",Ohio,1995,14,11
"Butler, OH",Ohio,1996,9,7
"Butler, OH",Ohio,1997,8,7
"Butler, OH",Ohio,1998,8,8
"Butler, OH",Ohio,1999,11,9
"Butler, OH",Ohio,2000,10,9
"Butler, OH",Ohio,2001,9,9
"Butler, OH",Ohio,2002,6,5
"Butler, OH",Ohio,2003,7,5
"Butler, OH",Ohio,2004,8,4
"Butler, OH",Ohio,2005,6,6
"Butler, OH",Ohio,2006,11,11
"Butler, OH",Ohio,2007,9,8
"Butler, OH",Ohio,2008,10,6
"Butler, OH",Ohio,2009,8,7
"Butler, OH",Ohio,2010,6,6
"Butler, OH",Ohio,2011,10,10
"Butler, OH",Ohio,2012,11,7
"Butler, OH",Ohio,2013,10,8
"Butler, OH",Ohio,2014,6,4
"Butler, OH",Ohio,2015,10,6
"Butler, OH",Ohio,2016,18,14
"Butler, OH",Ohio,2017,14,12
"Butler, OH",Ohio,2018,8,7
"Butler, OH",Ohio,2019,11,9
"Butler, PA",Pennsylvania,1976,5,5
"Butler, PA",Pennsylvania,1978,2,2
"Butler, PA",Pennsylvania,1979,4,2
"Butler, PA",Pennsylvania,1980,4,4
"Butler, PA",Pennsylvania,1981,3,2
"Butler, PA",Pennsylvania,1984,5,4
"Butler, PA",Pennsylvania,1985,2,2
"Butler, PA",Pennsylvania,1986,2,1
"Butler, PA",Pennsylvania,1987,7,7
"Butler, PA",Pennsylvania,1988,4,3
"Butler, PA",Pennsylvania,1990,6,5
"Butler, PA",Pennsylvania,1991,2,1
"Butler, PA",Pennsylvania,1993,3,3
"Butler, PA",Pennsylvania,1994,2,2
"Butler, PA",Pennsylvania,1996,3,3
"Butler, PA",Pennsylvania,1997,1,1
"Butler, PA",Pennsylvania,1998,3,3
"Butler, PA",Pennsylvania,1999,4,4
"Butler, PA",Pennsylvania,2000,2,2
"Butler, PA",Pennsylvania,2001,1,1
"Butler, PA",Pennsylvania,2002,4,2
"Butler, PA",Pennsylvania,2004,3,3
"Butler, PA",Pennsylvania,2005,1,1
"Butler, PA",Pennsylvania,2006,4,4
"Butler, PA",Pennsylvania,2008,1,1
"Butler, PA",Pennsylvania,2009,2,1
"Butler, PA",Pennsylvania,2010,3,2
"Butler, PA",Pennsylvania,2011,2,2
"Butler, PA",Pennsylvania,2012,3,3
"Butler, PA",Pennsylvania,2014,4,3
"Butler, PA",Pennsylvania,2016,1,1
"Butler, PA",Pennsylvania,2017,7,7
"Butler, PA",Pennsylvania,2018,5,5
"Butler, PA",Pennsylvania,2019,2,2
"Butte, CA",California,1976,9,9
"Butte, CA",California,1977,10,2
"Butte, CA",California,1978,6,5
"Butte, CA",California,1979,11,10
"Butte, CA",California,1980,7,4
"Butte, CA",California,1981,4,4
"Butte, CA",California,1982,10,5
"Butte, CA",California,1983,5,3
"Butte, CA",California,1984,5,2
"Butte, CA",California,1985,5,4
"Butte, CA",California,1986,7,7
"Butte, CA",California,1987,17,13
"Butte, CA",California,1988,6,6
"Butte, CA",California,1989,12,12
"Butte, CA",California,1990,14,12
"Butte, CA",California,1991,12,11
"Butte, CA",California,1992,16,15
"Butte, CA",California,1993,7,3
"Butte, CA",California,1994,6,6
"Butte, CA",California,1995,6,5
"Butte, CA",California,1996,12,10
"Butte, CA",California,1997,10,8
"Butte, CA",California,1998,8,5
"Butte, CA",California,1999,4,4
"Butte, CA",California,2000,8,5
"Butte, CA",California,2001,12,9
"Butte, CA",California,2002,4,2
"Butte, CA",California,2003,12,11
"Butte, CA",California,2004,6,5
"Butte, CA",California,2005,12,10
"Butte, CA",California,2006,14,13
"Butte, CA",California,2007,10,8
"Butte, CA",California,2008,7,4
"Butte, CA",California,2009,11,9
"Butte, CA",California,2010,7,6
"Butte, CA",California,2011,9,9
"Butte, CA",California,2012,13,11
"Butte, CA",California,2013,16,11
"Butte, CA",California,2014,12,10
"Butte, CA",California,2015,7,4
"Butte, CA",California,2016,6,3
"Butte, CA",California,2017,10,6
"Butte, CA",California,2018,11,5
"Butte, CA",California,2019,8,7
"Butte, ID",Idaho,1981,1,1
"Butte, ID",Idaho,1996,1,1
"Butte, SD",South Dakota,1989,1,1
"Butte, SD",South Dakota,2002,1,1
"Butts, GA",Georgia,1978,1,1
"Butts, GA",Georgia,1982,2,2
"Butts, GA",Georgia,1985,1,1
"Butts, GA",Georgia,1986,1,1
"Butts, GA",Georgia,1987,2,1
"Butts, GA",Georgia,1989,1,1
"Butts, GA",Georgia,1991,2,2
"Butts, GA",Georgia,1992,3,2
"Butts, GA",Georgia,1994,1,1
"Butts, GA",Georgia,1998,1,1
"Butts, GA",Georgia,2002,1,1
"Butts, GA",Georgia,2003,2,2
"Butts, GA",Georgia,2005,2,2
"Butts, GA",Georgia,2009,4,2
"Butts, GA",Georgia,2011,3,3
"Butts, GA",Georgia,2014,1,1
"Butts, GA",Georgia,2016,1,1
"Butts, GA",Georgia,2018,2,2
"Butts, GA",Georgia,2019,2,2
"Cabarrus, NC",North Carolina,1976,10,10
"Cabarrus, NC",North Carolina,1977,4,4
"Cabarrus, NC",North Carolina,1978,14,11
"Cabarrus, NC",North Carolina,1979,10,10
"Cabarrus, NC",North Carolina,1980,15,14
"Cabarrus, NC",North Carolina,1981,9,6
"Cabarrus, NC",North Carolina,1982,11,9
"Cabarrus, NC",North Carolina,1983,9,8
"Cabarrus, NC",North Carolina,1984,9,7
"Cabarrus, NC",North Carolina,1985,7,7
"Cabarrus, NC",North Carolina,1986,8,7
"Cabarrus, NC",North Carolina,1987,6,6
"Cabarrus, NC",North Carolina,1988,8,7
"Cabarrus, NC",North Carolina,1989,9,9
"Cabarrus, NC",North Carolina,1990,9,7
"Cabarrus, NC",North Carolina,1991,9,8
"Cabarrus, NC",North Carolina,1992,6,5
"Cabarrus, NC",North Carolina,1993,10,9
"Cabarrus, NC",North Carolina,1994,10,9
"Cabarrus, NC",North Carolina,1995,6,6
"Cabarrus, NC",North Carolina,1996,1,1
"Cabarrus, NC",North Carolina,1997,8,8
"Cabarrus, NC",North Carolina,1998,12,12
"Cabarrus, NC",North Carolina,1999,5,4
"Cabarrus, NC",North Carolina,2000,2,1
"Cabarrus, NC",North Carolina,2001,9,6
"Cabarrus, NC",North Carolina,2002,4,4
"Cabarrus, NC",North Carolina,2003,3,2
"Cabarrus, NC",North Carolina,2004,8,6
"Cabarrus, NC",North Carolina,2005,6,3
"Cabarrus, NC",North Carolina,2006,9,8
"Cabarrus, NC",North Carolina,2007,9,4
"Cabarrus, NC",North Carolina,2008,18,15
"Cabarrus, NC",North Carolina,2009,14,3
"Cabarrus, NC",North Carolina,2010,7,5
"Cabarrus, NC",North Carolina,2011,3,2
"Cabarrus, NC",North Carolina,2012,6,6
"Cabarrus, NC",North Carolina,2013,14,11
"Cabarrus, NC",North Carolina,2014,10,8
"Cabarrus, NC",North Carolina,2015,6,3
"Cabarrus, NC",North Carolina,2016,7,5
"Cabarrus, NC",North Carolina,2017,2,1
"Cabarrus, NC",North Carolina,2018,5,3
"Cabarrus, NC",North Carolina,2019,7,7
"Cabell, WV",West Virginia,1976,6,6
"Cabell, WV",West Virginia,1977,9,8
"Cabell, WV",West Virginia,1978,9,8
"Cabell, WV",West Virginia,1979,4,4
"Cabell, WV",West Virginia,1980,8,5
"Cabell, WV",West Virginia,1981,16,14
"Cabell, WV",West Virginia,1982,2,2
"Cabell, WV",West Virginia,1983,8,5
"Cabell, WV",West Virginia,1984,6,6
"Cabell, WV",West Virginia,1985,5,5
"Cabell, WV",West Virginia,1986,10,10
"Cabell, WV",West Virginia,1987,9,9
"Cabell, WV",West Virginia,1988,6,6
"Cabell, WV",West Virginia,1989,10,9
"Cabell, WV",West Virginia,1990,9,5
"Cabell, WV",West Virginia,1991,5,5
"Cabell, WV",West Virginia,1992,7,6
"Cabell, WV",West Virginia,1993,5,3
"Cabell, WV",West Virginia,1994,7,5
"Cabell, WV",West Virginia,1995,4,4
"Cabell, WV",West Virginia,1996,6,5
"Cabell, WV",West Virginia,1997,8,6
"Cabell, WV",West Virginia,1998,8,4
"Cabell, WV",West Virginia,2000,2,1
"Cabell, WV",West Virginia,2001,3,3
"Cabell, WV",West Virginia,2002,4,2
"Cabell, WV",West Virginia,2003,5,3
"Cabell, WV",West Virginia,2004,5,3
"Cabell, WV",West Virginia,2005,11,10
"Cabell, WV",West Virginia,2006,2,2
"Cabell, WV",West Virginia,2007,3,3
"Cabell, WV",West Virginia,2008,8,7
"Cabell, WV",West Virginia,2009,4,3
"Cabell, WV",West Virginia,2010,1,1
"Cabell, WV",West Virginia,2011,3,3
"Cabell, WV",West Virginia,2012,2,2
"Cabell, WV",West Virginia,2016,4,2
"Cabell, WV",West Virginia,2017,18,13
"Cabell, WV",West Virginia,2018,6,3
"Cabell, WV",West Virginia,2019,4,1
"Cache, UT",Utah,1978,2,2
"Cache, UT",Utah,1981,1,1
"Cache, UT",Utah,1983,1,1
"Cache, UT",Utah,1984,1,1
"Cache, UT",Utah,1986,1,1
"Cache, UT",Utah,1992,1,1
"Cache, UT",Utah,1994,2,2
"Cache, UT",Utah,1999,2,2
"Cache, UT",Utah,2001,2,2
"Cache, UT",Utah,2003,1,1
"Cache, UT",Utah,2005,2,2
"Cache, UT",Utah,2006,1,1
